id,pack,appearance,master,path,sha256
arrow-right,soft,outline,12,soft/outline/12/arrow-right.svg,d6bf8aa4c25774750b095096ec91a3ecf1aa5283302ecdc69e7220ba3028bb28
arrow-right,soft,outline,16,soft/outline/16/arrow-right.svg,a48eb5351d05d168b7068f203bf9856c16882c7448f83dabffa93b1f3c724b42
arrow-right,soft,outline,24,soft/outline/24/arrow-right.svg,aee1a2344992a22f369687d91c2faa266f79d7f40164db2e8af60e8e85b82687
arrow-right,soft,filled,12,soft/filled/12/arrow-right.svg,14fbc3592304fa4e6482dcadd12bf868d76d97ea534e11ac5734516ae4b8c3ad
arrow-right,soft,filled,16,soft/filled/16/arrow-right.svg,5ccf88a2f872b40d12a6560730d4504be05ebd37418c8ae444e7856fa828daf9
arrow-right,soft,filled,24,soft/filled/24/arrow-right.svg,01285f2ceec8382dc56eab65139ae551750fb4a114a8a4a5d9bfd9950fcd479a
user,soft,outline,12,soft/outline/12/user.svg,39f5a0276f21447de26ad30676d83f16000ff774bd1563dfcc3e60181c1e5725
user,soft,outline,16,soft/outline/16/user.svg,ca194eb5a5d85b094d53574930f9c41327bfa1f5a4590a3017fdc4febbb0e1fd
user,soft,outline,24,soft/outline/24/user.svg,44b32f5098740326f62affb94ac1d269ad0822e3b212f45ad703cdf3a29cb340
user,soft,filled,12,soft/filled/12/user.svg,1134838b7db157466757234beefd6f374c4bd48b3d6c532031955823a4c7075e
user,soft,filled,16,soft/filled/16/user.svg,be97f70464e88844e834bacddf4ef4ed5810e8e97b0ad5160a924f0706e1c400
user,soft,filled,24,soft/filled/24/user.svg,6525977cc4532597a3530a4e1c6c3a60f9f55b947769d3a12a55a9914cac1c7e
file,soft,outline,12,soft/outline/12/file.svg,abfff00d2d1925d6190c3d4e7d1403955781c0dd9f5ce7e1abe1403a44488c0d
file,soft,outline,16,soft/outline/16/file.svg,bdc55a5d86d2001af69441e9663ab05cec120035c00d361aaef8890b25a4a4d0
file,soft,outline,24,soft/outline/24/file.svg,dbd819bc6bfcee318d5d9933fd4d8ff234afb87a2db86786650db02e102383a0
file,soft,filled,12,soft/filled/12/file.svg,c9675dd585202c39da6fe12ad95b9b7a93baeea57ce70774de00a312f43b75c3
file,soft,filled,16,soft/filled/16/file.svg,6ec5e2496545a766ad0fcbbc3c26271d3de2e629bd5334d92f21a48d934fe915
file,soft,filled,24,soft/filled/24/file.svg,244f3d8189941d26051053541f8f6faad3f89efa1cd9ec7e4089a64fd047b85f
calendar,soft,outline,12,soft/outline/12/calendar.svg,c0d3ba48fa033659cbcf3e03bc52a6d3f9387f2a6a855788c5bdc5d60070b2f7
calendar,soft,outline,16,soft/outline/16/calendar.svg,f9ccfd1269e0ba2603e30c0539b814a20f74f859d694c5168e5d1354a8227c1c
calendar,soft,outline,24,soft/outline/24/calendar.svg,877af8a61c0f77d137e8835ba07c5bc1fa924babc7897743cdf4ce8c6e1553e7
calendar,soft,filled,12,soft/filled/12/calendar.svg,cdd99593e62a717250360a036f8431cd96b0561de2e1b713c34611a61d280c53
calendar,soft,filled,16,soft/filled/16/calendar.svg,fe67b0737e9f915a73476c12c4a020bd9410fdc69527fe38c2e7b8e423e96bc8
calendar,soft,filled,24,soft/filled/24/calendar.svg,6210fdb075f1a074da6cc71b4c3901cb0c61841cc0071853f696640f171b6ceb
sliders,soft,outline,12,soft/outline/12/sliders.svg,ea79eafdb5ccbfaf7cf20ca6de664f4ce53948a9a39caffd29755fb3757537fa
sliders,soft,outline,16,soft/outline/16/sliders.svg,8183c510c97235fb21b9d5d177e5e70241102b37e34411787f86a702e666111d
sliders,soft,outline,24,soft/outline/24/sliders.svg,5aaef55595c50cc2e93edd43d886693b01c68510a8eec0b57e13b08ec9cb1c0c
sliders,soft,filled,12,soft/filled/12/sliders.svg,24c04ca01e0e53abc2eb09774b3c2557cd1e8634376f2d5af20320009f0a25c5
sliders,soft,filled,16,soft/filled/16/sliders.svg,5d7088f2133780cf9171c12958d3949729d5f98f011f46fba8c04dc1ae50e083
sliders,soft,filled,24,soft/filled/24/sliders.svg,de0129a5175b11a474faf4d08519a10f1cc5dd662bdab4ef030c6cfc4294b34e
warning,soft,outline,12,soft/outline/12/warning.svg,7b4b84365acf60cf87b7f7e579f1adb69f668d25cb0d6005ad04d3bdf8fa1242
warning,soft,outline,16,soft/outline/16/warning.svg,69473a4a17ddf09244945ee8afdf0db931fb6b41561f86d08bbab1cce5e30dae
warning,soft,outline,24,soft/outline/24/warning.svg,f7fa7feda2fda0c8b0d060922cb8d616973f85105e9584190b6985d594a9fbb2
warning,soft,filled,12,soft/filled/12/warning.svg,08dbf2ec0fe74556ee95c509258d984f265a5375b7caf02fca85437ef320d8c4
warning,soft,filled,16,soft/filled/16/warning.svg,f2d7608c93fd4426028550cc67c17726d256f23e5179ef913ada45b559935975
warning,soft,filled,24,soft/filled/24/warning.svg,e12fc3666f57cbeba5215a2aae2cb1a2337acecb1e039862745cc480c4830653
link,soft,outline,12,soft/outline/12/link.svg,528e07b820dfac02a736e8cea052f322100ffbf3f156a1989b79a058e0e21f71
link,soft,outline,16,soft/outline/16/link.svg,c46fe2504047eca684a09787c8046878b1925e7b5153a0c98e276b3028d08da5
link,soft,outline,24,soft/outline/24/link.svg,733cb2e06d626e2b0666e06703a11d0651d777d2ab1c96a1ea1c7fb039a15b03
link,soft,filled,12,soft/filled/12/link.svg,eb7ddb5a301ced47587080bf0880c3fbea770d46f1830dfdf8f80566e2488ac5
link,soft,filled,16,soft/filled/16/link.svg,5bb9968cce49bd8323ad594e3e078eee4ae16a51b9134871f022ee26c3d36549
link,soft,filled,24,soft/filled/24/link.svg,cea68dfb412136734ea5b1c9004dc5e4fab706f1f83904402bf720e743489c1e
branch,soft,outline,12,soft/outline/12/branch.svg,b0472df094c912fd8e5f4b29e75f2affddf346bd539e6ae135d3f9f0c34d1292
branch,soft,outline,16,soft/outline/16/branch.svg,21b87f742eda87a7728cdd620dba5bb1bce4ab8663cbaf0c1643c7282e86f525
branch,soft,outline,24,soft/outline/24/branch.svg,d2dd9df3c4832459887340b549e890fef78c2da83d669d10c85b422316740970
branch,soft,filled,12,soft/filled/12/branch.svg,44f8afa591901bf835fa0c9b5659df8da681925129b48d69c80fc2fc05289233
branch,soft,filled,16,soft/filled/16/branch.svg,211fb62bb516a6e296b26b120b823546afc5f92c5d2629ae2e320d757f0bf572
branch,soft,filled,24,soft/filled/24/branch.svg,8b2a3b38fd2212c00f6201d9a819f5a17f9a1c882cb6da6873229a5d92f4866e
star,soft,outline,12,soft/outline/12/star.svg,788ac4bb7d53a7162e0199a72c3664bf9618756ab806bef1588a77dd39621485
star,soft,outline,16,soft/outline/16/star.svg,bb7e1fb01fef139e68e280cd65e77d87df052a0010af5667c93d3666e6f9803a
star,soft,outline,24,soft/outline/24/star.svg,b4ca56808f8e8ed5fc41f244d4df93e44fcffa8a0c0b9347ad0aeb6cef07d6f6
star,soft,filled,12,soft/filled/12/star.svg,b9e590b0fe1f442ea2ff2d78119698121870cd987aa777ebf6704e68fdf1e164
star,soft,filled,16,soft/filled/16/star.svg,9d01281a5755430ad808144f22737e9c46c7f36e1ae542d29d33f2c4324edec8
star,soft,filled,24,soft/filled/24/star.svg,56fd42be4b130e10006b58e906cc64025063bae08a6c6e7efe5e7afa5a99c26d
